,ANO_BO,NUM_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,BO_AUTORIA,FLAGRANTE,LOGRADOURO,NUMERO,BAIRRO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,EXAME,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,PLACA_VEICULO,UF_VEICULO,CIDADE_VEICULO,DESCR_COR_VEICULO,DESCR_MARCA_VEICULO,ANO_FABRICACAO,ANO_MODELO,DESCR_TIPO_VEICULO
68139,2017,1356,2017-01-06 15:55:08,2017-02-06 17:09:22,2017-05-29 00:00:00,A NOITE,2017-01-06 00:00:00,Desconhecida,Não,RUA VALDIR ANTÔNIO FEOLA,738.0,JARDIM OURO VERDE,LIMEIRA,SP,"-225,855,292,049,999","-474,202,951,899,999",Via pública,,BO PARA REGISTRO,02º D.P. LIMEIRA,02º D.P. LIMEIRA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FQY5020,SP,LIMEIRA,Vermelho,HONDA/CG 160 FAN ESDI,2015.0,2016.0,MOTOCICLO
68158,2017,636,2017-02-06 18:03:59,2017-02-06 18:10:27,2017-02-06 00:00:00,A TARDE,2017-02-06 00:00:00,Desconhecida,Não,AVENIDA MONTEIRO LOBATO,5550.0,AEROPORTO,GUARULHOS,SP,"-234,496,259,386,315","-464,765,177,493,157",Via pública,,BO PARA REGISTRO,03º D.P. GUARULHOS,03º D.P. GUARULHOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EVG2770,SP,GUARULHOS,Vermelho,FIAT/UNO VIVACE 1.0,2010.0,2011.0,AUTOMOVEL
68175,2017,1681,2017-02-06 18:32:29,2017-02-06 19:19:04,2017-01-06 00:00:00,A TARDE,2017-02-06 00:00:00,Conhecida,Não,RUA RUDOLF MEISEGEIER,346.0,VL MONTE CARLO,S.CARLOS,SP,"-220,495,677,476,666","-478,958,815,006,666",Via pública,IML,ENCAM FEBEM/V.INFAN.JUVENTUDE,DEL.SEC.SÃO CARLOS PLANTÃO,02º D.P. SÃO CARLOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DLV2233,SP,S.CARLOS,Vermelho,YAMAHA/YBR 125ED,2005.0,2005.0,MOTOCICLO
68180,2017,2951,2017-02-06 10:00:12,2017-02-06 19:41:06,2017-02-06 00:00:00,DE MADRUGADA,2017-02-06 00:00:00,Conhecida,Sim,RUA CACHOEIRA DO CAMPO GRANDE,150.0,CIDADE TIRADENTES,S.PAULO,SP,"-235,838,981,006,666","-46,396,387,011",Via pública,IML,BO PARA FLAGRANTE,54º D.P. CID. TIRADENTES,54º D.P. CID. TIRADENTES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CYM1136,SP,S.BERNARDO DO CAMPO,Azul,VW/VW FUSCA 1300,1973.0,1973.0,AUTOMOVEL
68182,2017,3523,2017-04-10 11:47:31,2017-04-10 12:13:21,2017-03-10 00:00:00,A TARDE,2017-04-10 00:00:00,Desconhecida,Não,RUA DOS SUL AMERICANOS,57.0,PQ SUBURBANO,ITAPEVI,SP,"-235,635,820,258,717","-469,306,263,426,923",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.JANDIRA,DEL.POL.ITAPEVI,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,GJZ3328,SP,ITAPEVI,Vermelho,HONDA/CG 160 FAN ESDI,2017.0,2017.0,MOTOCICLO
68217,2017,1380,2017-04-10 12:16:30,2017-04-10 13:18:16,2017-04-10 00:00:00,DE MADRUGADA,2017-04-10 00:00:00,Desconhecida,Não,RUA ERASMO BRAGA,1044.0,PRESIDENTE ALTINO,OSASCO,SP,"-235,304,265,079,999","-46,770,097,881",Via pública,,BO PARA INVESTIGAÇÃO,09º D.P. OSASCO,09º D.P. OSASCO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DEE5693,SP,S.PAULO,Branco,FIAT/UNO MILLE FIRE,2001.0,2002.0,AUTOMOVEL
68231,2017,1957,2017-04-10 13:03:27,2017-04-10 13:41:03,2017-04-10 00:00:00,PELA MANHÃ,2017-04-10 00:00:00,Desconhecida,Não,RUA IRACEMA BARBOSA DA FONSECA,1.0,TORRES DE SÃO JOSÉ,JUNDIAI,SP,"-231,606,300,528","-469,119,977,112",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,02º D.P. JUNDIAI,02º D.P. JUNDIAI,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CBJ6094,SP,JUNDIAI,Prata,VW/SAVEIRO CL,1994.0,1995.0,CAMINHONETE
68235,2017,5269,2017-04-10 13:41:57,2017-04-10 13:49:28,2017-04-10 00:00:00,A TARDE,2017-04-10 00:00:00,Desconhecida,Não,RUA FORTUNATO FERRAZ,1279.0,LAPA,S.PAULO,SP,"-235,170,153,629,934","-467,217,902,532,208",Via pública,,BO PARA INVESTIGAÇÃO,91º D.P. CEASA,91º D.P. CEASA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FLN4457,SP,S.PAULO,Cinza,FIAT/SIENA ESSENCE 1.6,2013.0,2014.0,AUTOMOVEL
68243,2017,1844,2017-04-10 13:13:15,2017-04-10 13:57:35,2017-04-10 00:00:00,DE MADRUGADA,2017-04-10 00:00:00,Desconhecida,Não,AVENIDA VALÊ DO PARAÍBA,283.0,PARQUE SANTO ANTONIO,JACAREI,SP,"-233,075,481,668,021","-459,563,881,685,381",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,01º D.P. JACAREI,01º D.P. JACAREI,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EKH5742,SP,JACAREI,Prata,VW/SPACEFOX TREND GII,2013.0,2014.0,AUTOMOVEL
68255,2017,5475,2017-04-10 13:45:52,2017-04-10 14:08:40,2017-03-10 00:00:00,A NOITE,2017-04-10 00:00:00,Desconhecida,Não,RUA ANTÔNIO DIAS ADORNO,280.0,VILA NOGUEIRA,DIADEMA,SP,"-236,885,675,404,545","-465,976,233,120,545",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,02º D.P. SANTO ANDRÉ,02º D.P. DIADEMA,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,CLK6414,SP,S.BERNARDO DO CAMPO,Branco,VW/19.320 CNC TT,2006.0,2006.0,CAMINHÃO TRATOR
68259,2017,3068,2017-04-10 13:35:23,2017-04-10 14:09:50,2017-04-10 00:00:00,A TARDE,2017-04-10 00:00:00,Desconhecida,Não,RUA CARMEM ZAMARIM,20.0,RURAL,MOGI GUACU,SP,"-223,748,390,165,625","-469,710,876,967,187",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,01º D.P. MOGI-GUAÇÚ,02º D.P. MOGI-GUAÇÚ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DRA1183,SP,MOGI GUACU,Preta,FIAT/PALIO HLX FLEX,2005.0,2005.0,AUTOMOVEL
68312,2017,6458,2017-11-23 17:10:30,2017-11-23 18:12:44,2017-11-23 00:00:00,A TARDE,2017-11-23 00:00:00,Desconhecida,Não,ESTRADA DO GOVERNO,185.0,VILA MACHADO,FRANCO DA ROCHA,SP,"-233,307,660,694,767","-46,705,530,056,556",Repartição Pública,,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.FRANCO ROCHA,DEL.POL.FRANCO ROCHA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,PVJ9641,MG,BELO HORIZONTE,Branco,CHEVROLET/CELTA 1.0L LT,2014.0,2015.0,AUTOMOVEL
68338,2017,1831,2017-11-23 18:24:03,2017-11-23 18:52:54,2017-11-23 00:00:00,A TARDE,2017-11-23 00:00:00,Desconhecida,Não,RUA PAUMARI,0.0,ALTO DE PINHEIROS,S.PAULO,SP,"-23,540,744,296","-467,019,100,529,999",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,03º D.P. OSASCO,07º D.P. LAPA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FOA5027,SP,S.PAULO,Preta,FIAT/STRADA ADVENT FLEX,2014.0,2014.0,CAMINHONETE
68359,2017,4089,2017-11-23 17:32:11,2017-11-23 19:12:47,2017-11-23 00:00:00,PELA MANHÃ,2017-11-23 00:00:00,Desconhecida,Não,,0.0,,,,,,Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,39º D.P. VILA GUSTAVO,51º D.P. RIO PEQUENO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FOG2539,SP,S.PAULO,Preta,FIAT/SIENA ESSENCE 1.6,2013.0,2014.0,AUTOMOVEL
68372,2017,1938,2017-04-09 12:11:57,2017-04-09 13:07:57,2017-03-09 00:00:00,DE MADRUGADA,2017-04-09 00:00:00,Desconhecida,Não,RUA RIO PARNAÍBA,0.0,PARQUE ORESTES ONGARO,HORTOLANDIA,SP,"-22,843,119,626","-47,222,159,286",Via pública,,BO PARA REGISTRO,DEL.POL.HORTOLÂNDIA,01º D.P. HORTOLÂNDIA,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,DEQ3782,SP,HORTOLANDIA,Prata,HONDA/CG 125 TITAN ES,2001.0,2001.0,MOTOCICLO
68397,2017,2182,2017-04-09 13:51:48,2017-04-09 14:12:46,2017-04-09 00:00:00,PELA MANHÃ,2017-04-09 00:00:00,Desconhecida,Não,RUA ALBERT OSVALDO,420.0,PQ SUZANO0,SUZANO,SP,"-23,538,793,156,259","-46,315,582,203,269",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,05º D.P. SANTO ANDRÉ,DEL.POL.SUZANO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FIP8045,SP,SUZANO,Azul,FIAT/SIENA ATTRACTIV 1.4,2013.0,2014.0,AUTOMOVEL
68433,2017,2190,2017-04-09 14:58:34,2017-04-09 15:30:37,2017-08-31 00:00:00,DE MADRUGADA,2017-04-09 00:00:00,Desconhecida,Não,RUA ROBERTO RIBEIRO DA SILVA,15.0,PARQUE NOSSA SENHORA DAS DORES I,LIMEIRA,SP,"-22,567,375,518,145","-474,412,519,971,933",Via pública,,BO PARA REGISTRO,02º D.P. LIMEIRA,02º D.P. LIMEIRA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BXL7882,SP,LIMEIRA,Bege,IMP/FORD ESCORT 1.8I GL,1996.0,1996.0,AUTOMOVEL
68437,2017,4873,2017-04-09 15:31:30,2017-04-09 15:35:26,2017-04-09 00:00:00,DE MADRUGADA,2017-04-09 00:00:00,Conhecida,Não,ESTRADA ÍNDIOS,1206.0,JD CAROLINA,ITAQUAQUECETUBA,SP,"-234,362,077,625,893","-463,198,491,739,554",Via pública,,BO PARA REGISTRO,02º D.P. SANTO ANDRÉ,01º D.P. ITAQUAQUECETUBA,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,EIW6516,SP,ITAQUAQUECETUBA,Vermelho,FIAT/PALIO FIRE ECONOMY,2009.0,2010.0,AUTOMOVEL
68447,2017,1435,2017-04-09 15:25:21,2017-04-09 15:47:14,2017-01-09 00:00:00,A TARDE,2017-04-09 00:00:00,Ignorado,Não,ALAMEDA DOIS,1635.0,PARQUE CONTINENTAL,S.VICENTE,SP,"-239,538,423,289,999","-464,645,800,919,999",Via pública,,AGUARDANDO LAUDOS,03º D.P. SÃO VICENTE,03º D.P. SÃO VICENTE,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CLN7992,SP,S.VICENTE,Preta,GM/CORSA WIND,1998.0,1999.0,AUTOMOVEL
68485,2017,2621,2017-08-19 11:46:29,2017-08-19 13:09:19,2017-08-19 00:00:00,PELA MANHÃ,2017-08-19 00:00:00,Desconhecida,Não,RUA JOSE ANTONIO BATISTA ROSA,194.0,JARDIM DAS OLIVEIRAS,SUMARE,SP,"-228,356,205,085","-471,615,087,602,381",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.PLANTÃO SUMARE,04º D.P. SUMARE,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,BTD8174,SP,SUMARE,Azul,VW/VOYAGE PLUS,1986.0,1986.0,AUTOMOVEL
68514,2017,3705,2017-08-19 13:30:03,2017-08-19 15:13:05,2017-08-19 00:00:00,PELA MANHÃ,2017-08-19 00:00:00,Conhecida,Não,RODOVIA ROMILDO PRADO KM 08,0.0,TAPERA GRANDE,ITATIBA,SP,"-230,132,068,870,927","-468,447,891,893,602",Via pública,,BO PARA ADENDO,DEL.POL.ITATIBA,DEL.POL.ITATIBA,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,CED8129,SP,VARZEA PAULISTA,Vermelho,FIAT/UNO MILLE,1990.0,1991.0,AUTOMOVEL
68527,2017,2462,2017-08-19 10:07:01,2017-08-19 16:10:47,2017-08-19 00:00:00,DE MADRUGADA,2017-08-19 00:00:00,Conhecida,Não,RUA JOSE NUNES ROSA,22.0,CONJUNTO HABITACIONAL DOM PEDRO I,S.JOSE DOS CAMPOS,SP,"-232,740,774,516,425","-458,877,614,943,903",Via pública,IC-IML,BO PARA FLAGRANTE,DEL.SEC.POL.SJCAMPOS PL SUL,03º D.P. S.JOSE DOS CAMPOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BTN7896,SP,S.JOSE DOS CAMPOS,Azul,GM/CORSA WIND,1995.0,1996.0,AUTOMOVEL
68586,2017,722,2017-09-02 12:33:07,2017-09-02 12:39:05,2017-09-02 00:00:00,PELA MANHÃ,2017-09-02 00:00:00,Desconhecida,Não,RUA WILSON PEREIRA DE ALMEIDA,146.0,,S.PAULO,SP,"-236,400,185,279,999","-46,650,670,922",Via pública,,BO PARA INVESTIGAÇÃO,35º D.P. JABAQUARA,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FQL9452,SP,S.PAULO,Cinza,RENAULT/SANDERO EXP1016V,2014.0,2014.0,AUTOMOVEL
68593,2017,295,2017-09-02 12:33:47,2017-09-02 12:43:44,2017-08-02 00:00:00,PELA MANHÃ,2017-09-02 00:00:00,Ignorado,Não,AVENIDA PRESIDENTE TANCREDO DE ALMEIDA N,0.0,VILA MUNICIPAL,CARAPICUIBA,SP,"-23,533,356,855","-46,819,800,556",Via pública,,BO PARA INVESTIGAÇÃO,03º D.P. CARAPICUIBA,03º D.P. CARAPICUIBA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FBW4380,SP,CARAPICUIBA,Vermelho,FIAT/IDEA ADVENTURE DUAL,2012.0,2012.0,AUTOMOVEL
68637,2017,814,2017-09-02 13:26:18,2017-09-02 13:59:11,2017-04-02 00:00:00,A TARDE,2017-09-02 00:00:00,Desconhecida,Não,AVENIDA NASCER DO SOL,1040.0,CIDADE TIRADENTES,S.PAULO,SP,"-235,976,946,283,668","-464,123,333,326,933",Via pública,IC,BO PARA REGISTRO,54º D.P. CID. TIRADENTES,54º D.P. CID. TIRADENTES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FJO5385,SP,S.PAULO,Branco,FIAT/FIORINO FLEX,2013.0,2013.0,CAMINHONETE
68718,2017,4567,2017-04-26 11:03:43,2017-04-26 11:04:52,2017-04-26 00:00:00,PELA MANHÃ,2017-04-26 00:00:00,Desconhecida,Não,RUA JOSÉ DE ALENÇAR,262.0,JARDIM CONQUISTA,MARILIA,SP,"-22,244,766,115,194","-499,311,627,626,268",Via pública,,BO PARA ADENDO,DEL.SEC.MARÍLIA PLANTÃO,02º D.P. MARÍLIA,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,JTO3710,SP,MARILIA,Bege,VW/GOL GL,1987.0,1987.0,AUTOMOVEL
68741,2017,629,2017-04-26 10:58:15,2017-04-26 12:14:04,2015-08-10 00:00:00,EM HORA INCERTA,2017-04-26 00:00:00,Conhecida,Não,RUA ANTONIO PROOST RODOVALHO NETO,20.0,PARELHEIROS,S.PAULO,SP,"-238,275,901,389,999","-46,735,438,167",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,01º D.P. ITAPECERICA DA SERRA,25º D.P. PARELHEIROS,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,BIN6864,SP,S.PAULO,Verde,VW/GOL 1000,1992.0,1993.0,AUTOMOVEL
68744,2017,573,2017-01-16 04:47:11,2017-01-16 07:50:16,2017-01-16 00:00:00,DE MADRUGADA,2017-01-16 00:00:00,Desconhecida,Não,AVENIDA DOS METALURGICOS,500.0,CIDADE TIRADENTES,S.PAULO,SP,"-235,984,210,727,832","-464,028,345,801,364",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,54º D.P. CID. TIRADENTES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CFG3052,SP,S.PAULO,Vermelho,IMP/VW GOL CLI,1996.0,1996.0,AUTOMOVEL
68745,2017,573,2017-01-16 04:47:11,2017-01-16 07:50:16,2017-01-16 00:00:00,DE MADRUGADA,2017-01-16 00:00:00,Desconhecida,Não,AVENIDA DOS METALURGICOS,500.0,CIDADE TIRADENTES,S.PAULO,SP,"-235,984,210,727,832","-464,028,345,801,364",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,54º D.P. CID. TIRADENTES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DLR9412,SP,S.PAULO,Prata,VW/GOLF,2003.0,2003.0,AUTOMOVEL
68793,2017,407,2017-01-16 06:41:49,2017-01-16 10:34:57,2017-01-16 00:00:00,DE MADRUGADA,2017-01-16 00:00:00,Desconhecida,Não,RUA LAGOA D'ANTA,32.0,SAO JOAO,GUARULHOS,SP,"-234,036,653,200,937","-46,455,195,833,875",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,07º D.P. GUARULHOS,07º D.P. GUARULHOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,HRI2532,SP,GUARULHOS,Branco,FIAT/UNO MILLE SX,1996.0,1997.0,AUTOMOVEL
68857,2017,2365,2017-09-10 12:46:01,2017-09-10 13:04:11,2017-09-10 00:00:00,PELA MANHÃ,2017-09-10 00:00:00,Desconhecida,Não,RUA CARAÚBA,92.0,JD MERCEDES,CAMPINAS,SP,"-229,674,245,614,583","-471,361,796,282,916",Via pública,IC,APRECIAÇÃO DO DELEGADO TITULAR,09º D.P. CAMPINAS,09º D.P. CAMPINAS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,FSY1198,SP,CAMPINAS,Cinza,FIAT/SIENA EL 1.0 FLEX,2014.0,2014.0,AUTOMOVEL
68862,2017,6621,2017-09-10 08:14:54,2017-09-10 13:12:27,2017-08-10 00:00:00,PELA MANHÃ,2017-09-10 00:00:00,Desconhecida,Não,RUA 24 DE FEVEREIRO,588.0,VILA SANTO ANTONIO,CATANDUVA,SP,"-211,382,744,609,999","-4,898,334,672,275",Comércio e serviços,,BO PARA INVESTIGAÇÃO,DEL.SEC.CATANDUVA PLANTÃO,04º D.P. CATANDUVA,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,BLZ6837,SP,ELISIARIO,Dourada,FORD/BELINA II GL ASTRO,1986.0,1986.0,AUTOMOVEL
68877,2017,1005,2017-09-10 13:41:33,2017-09-10 13:51:07,2017-04-10 00:00:00,EM HORA INCERTA,2017-09-10 00:00:00,Desconhecida,Não,RUA JOAO LINDEMBERG,76.0,JARDIM COPACABANA,S.JOSE DOS CAMPOS,SP,"-231,735,376,102,472","-458,484,481,649,753",Via pública,,APRECIAÇÃO DO DELEGADO TITULAR,05º D.P. S.JOSE DOS CAMPOS,05º D.P. S.JOSE DOS CAMPOS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,CWU7077,SP,S.JOSE DOS CAMPOS,Amarelo,GM/CHEVETTE MARAJO SE,1986.0,1987.0,AUTOMOVEL
68895,2017,6338,2017-09-10 13:43:41,2017-09-10 14:36:32,2017-09-10 00:00:00,A TARDE,2017-09-10 00:00:00,Conhecida,Não,RUA AVARÉ,0.0,BANGÚ,S.ANDRE,SP,"-23,640,805,251","-46,529,036,978",Via pública,,BO PARA REGISTRO,01º D.P. SANTO ANDRÉ,02º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DES6001,SP,S.BERNARDO DO CAMPO,Prata,FIAT/UNO VIVACE 1.0,2011.0,2011.0,AUTOMOVEL
68936,2017,1871,2017-09-21 13:37:30,2017-09-21 13:55:57,2017-09-19 00:00:00,DE MADRUGADA,2017-09-21 00:00:00,Desconhecida,Não,RUA NOVA JERSEI,302.0,VILA SANTA ROSA,MAUA,SP,"-236,864,076,918,238","-464,377,243,977,134",Via pública,,BO PARA INVESTIGAÇÃO,02º D.P. MAUA,02º D.P. MAUA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,HZX8978,SP,MAUA,Dourada,FIAT/STILO,2002.0,2003.0,AUTOMOVEL
68986,2017,8663,2017-09-21 15:02:44,2017-09-21 15:11:01,2017-09-20 00:00:00,DE MADRUGADA,2017-09-21 00:00:00,Desconhecida,Não,AVENIDA KEMEL ADDAS,1000.0,ITAIM PAULISTA,S.PAULO,SP,"-235,059,131,152,929","-463,662,628,177,826",Via pública,,BO PARA REGISTRO,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,BIA0211,SP,FERRAZ DE VASCONCELO,Branco,FIAT/UNO ELETRONIC,1995.0,1995.0,AUTOMOVEL
69009,2017,938,2017-09-21 13:06:48,2017-09-21 15:55:23,2017-09-21 00:00:00,PELA MANHÃ,2017-09-21 00:00:00,Conhecida,Não,RUA FRANCISCO PEREIRA FILHO,50.0,VILA INDUSTRIAL,S.JOSE DOS CAMPOS,SP,"-231,757,673,297,389","-458,591,293,918,913",Via pública,IC,BO PARA ADENDO,05º D.P. S.JOSE DOS CAMPOS,05º D.P. S.JOSE DOS CAMPOS,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,CES7514,SP,S.JOSE DOS CAMPOS,Prata,VW/GOL CLI,1996.0,1996.0,AUTOMOVEL
69030,2017,7955,2017-10-21 15:52:58,2017-10-21 16:17:22,2017-10-20 00:00:00,A NOITE,2017-10-21 00:00:00,Desconhecida,Não,ESTRADA DOS ALVARENGAS,3300.0,ALVES DIAS,S.BERNARDO DO CAMPO,SP,"-237,350,957,864,518","-465,842,340,612,955",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,03º D.P. S.BERNARDO DO CAMPO,08º D.P. S.BERNARDO DO CAMPO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EHM8083,SP,DIADEMA,Vermelho,HONDA/CG 125 FAN KS,2009.0,2010.0,MOTOCICLO
69035,2017,6648,2017-10-21 14:30:39,2017-10-21 16:19:57,2017-10-21 00:00:00,PELA MANHÃ,2017-10-21 00:00:00,Conhecida,Sim,AVENIDA FIRESTONE,0.0,ÁREA INDUSTRIAL 15,S.ANDRE,SP,"-23,660,876,496","-4,651,663,875",Via pública,IC-IML,BO PARA FLAGRANTE,01º D.P. SANTO ANDRÉ,01º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,DGT2863,SP,MAUA,Azul,HONDA/CG 125 TITAN KS,2002.0,2003.0,MOTOCICLO
69043,2017,9610,2017-10-21 13:12:31,2017-10-21 16:49:57,2017-10-21 00:00:00,PELA MANHÃ,2017-10-21 00:00:00,Desconhecida,Não,RUA BENEDITO CARVALHO VITALINO,29.0,ITAIM PAULISTA,S.PAULO,SP,"-235,022,515,662,336","-463,740,626,028,398",Via pública,,BO PARA INQUÉRITO,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,AFQ4957,SP,S.PAULO,Azul,VW/GOL CLI,1995.0,1996.0,AUTOMOVEL
69044,2017,9610,2017-10-21 13:12:31,2017-10-21 16:49:57,2017-10-21 00:00:00,PELA MANHÃ,2017-10-21 00:00:00,Desconhecida,Não,RUA BENEDITO CARVALHO VITALINO,29.0,ITAIM PAULISTA,S.PAULO,SP,"-235,022,515,662,336","-463,740,626,028,398",Via pública,,BO PARA INQUÉRITO,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EBQ3922,SP,S.PAULO,Preta,FIAT/PALIO FIRE FLEX,2008.0,2008.0,AUTOMOVEL
69072,2017,8340,2017-10-21 16:54:28,2017-10-21 18:37:02,2017-10-14 00:00:00,A TARDE,2017-10-21 00:00:00,Desconhecida,Não,RUA BOITUVA,130.0,AREA RURAL,CARAPICUIBA,SP,"-235,442,141,611,404","-468,447,550,426,136",Via pública,IC,ENCAMINHAMENTO DP ÁREA DO FATO,01º D.P. CARAPICUIBA,01º D.P. CARAPICUIBA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,ICZ2768,SP,BARUERI,Bege,VW/VOYAGE GL 1.8,1993.0,1993.0,AUTOMOVEL
69108,2017,9950,2017-10-21 20:35:52,2017-10-21 21:16:56,2017-10-21 00:00:00,A TARDE,2017-10-21 00:00:00,Conhecida,Sim,AVENIDA JACU PESSEGO NOVA TRABALHADORES,100.0,IGUATEMI,S.PAULO,SP,"-236,104,715,079,999","-464,404,207,009,999",Via pública,IC-IML,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,49º D.P. SAO MATEUS,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,GTF1241,SP,S.PAULO,Verde,FIAT/UNO ELETRONIC,1995.0,1995.0,AUTOMOVEL
69143,2017,8871,2017-09-24 11:49:33,2017-09-24 12:40:44,2017-09-24 00:00:00,DE MADRUGADA,2017-09-24 00:00:00,Desconhecida,Não,AVENIDA RIO DAS PEDRAS,2500.0,ARICANDUVA,S.PAULO,SP,"-235,683,560,047,455","-465,095,626,923,033",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,69º D.P. TEOTONIO VILELA,41º D.P. VILA RICA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,AJQ2720,SP,S.PAULO,Prata,GM/CORSA WIND,2000.0,2001.0,AUTOMOVEL
69151,2017,9125,2017-09-24 12:10:46,2017-09-24 12:53:53,2017-09-24 00:00:00,DE MADRUGADA,2017-09-24 00:00:00,Desconhecida,Não,RUA VENEZUELA,480.0,VILA ASSUNÇÃO,S.ANDRE,SP,"-236,655,829,661,215","-465,292,861,976,582",Via pública,,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,01º D.P. SANTO ANDRÉ,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,EVD1022,SP,S.CAETANO DO SUL,Preta,I/HYUNDAI I30 2.0,2010.0,2011.0,AUTOMOVEL
